query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	COG_ID
CDEST_05191	710243.XP_007590487.1	3.25e-226	624.0	KOG0092@1|root,KOG0092@2759|Eukaryota,39GSH@33154|Opisthokonta,3NUCE@4751|Fungi,3QPCK@4890|Ascomycota,213UZ@147550|Sordariomycetes,1ETWE@1028384|Glomerellales	4751|Fungi	U	gtp-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	Ras	-
M3M40_RS07125	908339.HMPREF9265_1401	4.18e-101	304.0	COG1192@1|root,COG1192@2|Bacteria,1TP8S@1239|Firmicutes,4HCBZ@91061|Bacilli,3F4QA@33958|Lactobacillaceae	91061|Bacilli	D	CobQ CobB MinD ParA nucleotide binding domain protein	soj	-	-	-	-	-	-	-	-	-	-	-	AAA_31	COG1192
QUE51_RS00005	1510531.JQJJ01000008_gene4006	4.25e-42	153.0	COG1215@1|root,COG1215@2|Bacteria,1RIJ7@1224|Proteobacteria,2TXPS@28211|Alphaproteobacteria	28211|Alphaproteobacteria	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2	COG1215
CGB_I2060C	552467.XP_003196181.1	0.0	1119.0	2CHR0@1|root,2S31Z@2759|Eukaryota,3A4XV@33154|Opisthokonta,3P4Y1@4751|Fungi,3V1AM@5204|Basidiomycota,3VEKZ@5234|Tremellales	4751|Fungi	S	Centrosome microtubule-binding domain of Cep57	-	-	-	-	-	-	-	-	-	-	-	-	Cep57_CLD_2,Cep57_MT_bd	-
DY260_RS17330	1304866.K413DRAFT_5015	4.2500000000000005e-173	484.0	COG1924@1|root,COG1924@2|Bacteria,1TQSD@1239|Firmicutes,2481W@186801|Clostridia,36F30@31979|Clostridiaceae	186801|Clostridia	I	CoA-substrate-specific enzyme activase	hgdC	-	-	-	-	-	-	-	-	-	-	-	BcrAD_BadFG	COG1924
EYB26_005577	37727.XP_002146381.1	0.0	2127.0	2BTJS@1|root,2S215@2759|Eukaryota,3A453@33154|Opisthokonta,3NZ0A@4751|Fungi,3QNYA@4890|Ascomycota,20CZ5@147545|Eurotiomycetes,3S5Q9@5042|Eurotiales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EYB26_006293	37727.XP_002147134.1	8.28e-206	595.0	KOG1075@1|root,KOG1075@2759|Eukaryota,3A5N5@33154|Opisthokonta,3P5KP@4751|Fungi,3R785@4890|Ascomycota,20N4M@147545|Eurotiomycetes,3SEQ0@5042|Eurotiales	4751|Fungi	O	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OVA31_RS10995	1027371.GOALK_029_00350	6.67e-226	629.0	COG0183@1|root,COG0183@2|Bacteria,2GJAC@201174|Actinobacteria,4GC4D@85026|Gordoniaceae	201174|Actinobacteria	I	Thiolase, C-terminal domain	fadA3	-	2.3.1.16,2.3.1.9	ko:K00626,ko:K00632	ko00071,ko00072,ko00280,ko00281,ko00310,ko00362,ko00380,ko00592,ko00620,ko00630,ko00640,ko00642,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00281,map00310,map00362,map00380,map00592,map00620,map00630,map00640,map00642,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00087,M00088,M00095,M00113,M00373,M00374,M00375	R00238,R00829,R00927,R01177,R03778,R03858,R03991,R04546,R04742,R04747,R05506,R05586,R07891,R07895,R07899,R08091,R08095	RC00004,RC00326,RC00405,RC01702,RC02728,RC02898,RC02955	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Thiolase_C,Thiolase_N	COG0183
CLDAP_RS00005	926550.CLDAP_00010	0.0	901.0	COG0593@1|root,COG0593@2|Bacteria,2G5W8@200795|Chloroflexi	200795|Chloroflexi	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
NCAS_0J01870	27288.XP_003678504.1	0.0	4357.0	COG1112@1|root,KOG1801@2759|Eukaryota,38GCB@33154|Opisthokonta,3NUIU@4751|Fungi,3QJD9@4890|Ascomycota,3RRJY@4891|Saccharomycetes,3RZQY@4893|Saccharomycetaceae	4751|Fungi	A	to Saccharomyces cerevisiae SEN1 (YLR430W)	SEN1	GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003678,GO:0003723,GO:0003724,GO:0003729,GO:0003824,GO:0004003,GO:0004004,GO:0004386,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006283,GO:0006289,GO:0006351,GO:0006353,GO:0006355,GO:0006357,GO:0006359,GO:0006364,GO:0006366,GO:0006369,GO:0006378,GO:0006396,GO:0006397,GO:0006399,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008033,GO:0008094,GO:0008150,GO:0008152,GO:0008186,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016073,GO:0016074,GO:0016180,GO:0016462,GO:0016480,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019725,GO:0019904,GO:0022613,GO:0031123,GO:0031124,GO:0031126,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0032574,GO:0032575,GO:0032774,GO:0032991,GO:0033554,GO:0033677,GO:0033678,GO:0033680,GO:0033682,GO:0034470,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0035649,GO:0035861,GO:0042254,GO:0042592,GO:0042623,GO:0043086,GO:0043139,GO:0043141,GO:0043144,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043618,GO:0043620,GO:0043628,GO:0043631,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045005,GO:0045454,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051338,GO:0051348,GO:0051716,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090734,GO:0097159,GO:0097659,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1903622,GO:1903623,GO:1990248,GO:2000112,GO:2000113,GO:2001141	-	ko:K10706	-	-	-	-	ko00000,ko01000,ko03021	-	-	-	AAA_11,AAA_12,SEN1_N	COG1112
IQ19_RS00260	1307436.PBF_11667	8.770000000000001e-247	684.0	COG2610@1|root,COG2610@2|Bacteria,1TQ14@1239|Firmicutes,4HBI6@91061|Bacilli,1ZAQF@1386|Bacillus	91061|Bacilli	EG	COG2610 H gluconate symporter and related permeases	yojA	-	-	ko:K03299	-	-	-	-	ko00000,ko02000	2.A.8	-	-	GntP_permease	COG2610
Pst134EA_017173	203908.EGG05314	5.64e-46	180.0	2D5P0@1|root,2SZ4R@2759|Eukaryota,3ATKH@33154|Opisthokonta,3PIKP@4751|Fungi,3V6T4@5204|Basidiomycota	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pst134EA_017281	5297.GMQ_10007T0	6.47e-147	459.0	2BVIV@1|root,2S2AH@2759|Eukaryota,3A4IV@33154|Opisthokonta,3PCQY@4751|Fungi,3V461@5204|Basidiomycota	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LYNGBM3L_RS31780	489825.LYNGBM3L_72250	0.0	2083.0	COG2274@1|root,COG2274@2|Bacteria,1FZZ2@1117|Cyanobacteria,1H760@1150|Oscillatoriales	1117|Cyanobacteria	V	N-terminal double-glycine peptidase domain	hetC	-	-	ko:K06147	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran,Peptidase_C39,cNMP_binding	COG2274
KQK_RS00540	1188239.MOVI_3610	0.0	1546.0	2B5WX@1|root,31YSV@2|Bacteria,3WTY8@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FF125_RS00005	1223410.KN050846_gene2472	6.5e-05	50.4	COG4642@1|root,COG4642@2|Bacteria,4NJPY@976|Bacteroidetes,1I4UG@117743|Flavobacteriia	976|Bacteroidetes	M	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.	-	-	2.7.11.1	ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	MORN	COG4642
EKO05_0002572	101162.XP_007682655.1	3.16e-288	793.0	COG0814@1|root,KOG1303@2759|Eukaryota,39JS2@33154|Opisthokonta,3Q43Y@4751|Fungi,3RM8V@4890|Ascomycota,209P8@147541|Dothideomycetes,4KGDI@92860|Pleosporales	4751|Fungi	E	Tryptophan/tyrosine permease family	-	-	-	-	-	-	-	-	-	-	-	-	Aa_trans	COG0814
LA20533_RS01770	97137.C821_01360	3.06e-73	230.0	COG3884@1|root,COG3884@2|Bacteria,1V3RB@1239|Firmicutes,4HHJ4@91061|Bacilli,3F41B@33958|Lactobacillaceae	91061|Bacilli	I	Acyl-ACP thioesterase	fat	-	3.1.2.21	ko:K01071	ko00061,ko01100,map00061,map01100	-	R04014,R08157,R08158	RC00014,RC00039	ko00000,ko00001,ko01000,ko01004	-	-	-	Acyl-ACP_TE	COG3884
QC763_203570	5145.XP_001911107.1	2.0999999999999998e-247	679.0	KOG2947@1|root,KOG2947@2759|Eukaryota,38FDS@33154|Opisthokonta,3P1WI@4751|Fungi,3QSHS@4890|Ascomycota,21797@147550|Sordariomycetes,3U8Z8@5139|Sordariales	4751|Fungi	G	ketohexokinase activity	-	-	2.7.1.3	ko:K00846	ko00051,ko01100,ko01120,map00051,map01100,map01120	-	R00866,R03819	RC00002,RC00017,RC00608	ko00000,ko00001,ko01000,ko04147	-	-	-	PfkB	-
QC763_205125	35720.XP_003649121.1	1.08e-51	175.0	COG0681@1|root,KOG0171@2759|Eukaryota,395CK@33154|Opisthokonta,3P2HD@4751|Fungi,3QXHS@4890|Ascomycota,21AVR@147550|Sordariomycetes,3UBW9@5139|Sordariales,3HDWA@35718|Chaetomiaceae	4751|Fungi	O	Peptidase S24-like	-	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006465,GO:0006508,GO:0006518,GO:0006605,GO:0006626,GO:0006627,GO:0006807,GO:0006810,GO:0006839,GO:0006886,GO:0006996,GO:0007005,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008237,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016485,GO:0016787,GO:0017171,GO:0019538,GO:0019866,GO:0022607,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0033036,GO:0033108,GO:0033365,GO:0034613,GO:0034622,GO:0034641,GO:0034982,GO:0042720,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051604,GO:0051641,GO:0051649,GO:0065003,GO:0070011,GO:0070585,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072655,GO:0098796,GO:0098798,GO:0098800,GO:0140096,GO:1901564	-	ko:K09647	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002,ko03029	-	-	-	Peptidase_S24,Peptidase_S26	COG0681
QC763_209950	5145.XP_001911804.1	0.0	912.0	2BQP2@1|root,2S1UN@2759|Eukaryota,39TI8@33154|Opisthokonta,3NZ38@4751|Fungi,3QNFU@4890|Ascomycota,216NH@147550|Sordariomycetes,3U8NY@5139|Sordariales	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QC763_0041360	35720.XP_003649230.1	2.1e-13	74.7	2D36E@1|root,2SQDE@2759|Eukaryota,3A944@33154|Opisthokonta,3P7MX@4751|Fungi,3QZF1@4890|Ascomycota,21BJE@147550|Sordariomycetes,3UEI3@5139|Sordariales,3HEHF@35718|Chaetomiaceae	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HXT67_RS13065	1037409.BJ6T_69780	3.56e-52	164.0	29CCX@1|root,2ZZBD@2|Bacteria,1MZTJ@1224|Proteobacteria,2UCRB@28211|Alphaproteobacteria,3K0C0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AM2010_RS01260	314225.ELI_00520	9.669999999999999e-91	274.0	COG1376@1|root,COG1376@2|Bacteria,1NQ27@1224|Proteobacteria,2UQAQ@28211|Alphaproteobacteria,2KE24@204457|Sphingomonadales	204457|Sphingomonadales	S	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	YkuD	COG1376
VIBNIPON4_RS23305	1238450.VIBNISOn1_1190029	0.0	1186.0	COG3083@1|root,COG3083@2|Bacteria,1MX6X@1224|Proteobacteria,1RPAU@1236|Gammaproteobacteria,1XVE8@135623|Vibrionales	135623|Vibrionales	S	hydrolase of alkaline phosphatase superfamily	-	-	-	ko:K07014	-	-	-	-	ko00000	-	-	-	DUF3413,Sulfatase	COG3083
FAA86_RS05180	1156935.QWE_16818	8.419999999999999e-176	498.0	COG3203@1|root,COG3203@2|Bacteria,1MXN6@1224|Proteobacteria,2TSH7@28211|Alphaproteobacteria,4B7VS@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane	ropAch1	-	-	-	-	-	-	-	-	-	-	-	Porin_2	COG3203
FAA86_RS05190	1156935.QWE_16818	3.96e-116	346.0	COG3203@1|root,COG3203@2|Bacteria,1MXN6@1224|Proteobacteria,2TSH7@28211|Alphaproteobacteria,4B7VS@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane	ropAch1	-	-	-	-	-	-	-	-	-	-	-	Porin_2	COG3203
B5M44_RS25615	504832.OCAR_4039	1.2999999999999999e-141	408.0	2EEP8@1|root,338H0@2|Bacteria,1NF5I@1224|Proteobacteria,2UIND@28211|Alphaproteobacteria,3K5DR@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DEW08_RS24550	1150469.RSPPHO_00771	2.47e-121	386.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,2JPTJ@204441|Rhodospirillales	204441|Rhodospirillales	NT	Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,MCPsignal	COG0840
LRS07_RS17945	987059.RBXJA2T_03723	2.32e-229	640.0	COG0448@1|root,COG0448@2|Bacteria,1MVTC@1224|Proteobacteria,2VIP2@28216|Betaproteobacteria,1KKCY@119065|unclassified Burkholderiales	28216|Betaproteobacteria	H	Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans	glgC	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase	COG0448
MNQ95_RS11850	935567.JAES01000001_gene2140	9.65e-140	402.0	COG4757@1|root,COG4757@2|Bacteria,1RI0P@1224|Proteobacteria,1SBZV@1236|Gammaproteobacteria,1X4A1@135614|Xanthomonadales	135614|Xanthomonadales	S	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4	COG4757
LHU95_RS00005	1123072.AUDH01000001_gene2968	1.37e-176	500.0	COG0407@1|root,COG0407@2|Bacteria,1MUG1@1224|Proteobacteria,2TQQV@28211|Alphaproteobacteria,2JQYD@204441|Rhodospirillales	204441|Rhodospirillales	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	hemE	-	4.1.1.37	ko:K01599	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03197,R04972	RC00872	ko00000,ko00001,ko00002,ko01000	-	-	-	URO-D	COG0407
BMY98_RS02720	243924.LT42_16180	8.61e-97	283.0	COG1633@1|root,COG1633@2|Bacteria,1RJUG@1224|Proteobacteria,1T0VN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Domain of unknown function (DUF2383)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2383	COG1633
NXF97_RS00005	1235798.C817_00076	6.15e-196	565.0	COG5421@1|root,COG5421@2|Bacteria,1VSZY@1239|Firmicutes,24YGC@186801|Clostridia	186801|Clostridia	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1	COG5421
GA829_RS00005	1040987.AZUY01000003_gene3431	0.0	910.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,2TT03@28211|Alphaproteobacteria,43JBI@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
LRO94_RS24660	1470593.BW43_00789	1.01e-111	321.0	2DK9Q@1|root,308YC@2|Bacteria,1RFE2@1224|Proteobacteria,1S4DJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF3015)	HA62_00555	-	-	-	-	-	-	-	-	-	-	-	DUF3015	-
LRO94_RS25960	1470593.BW43_00039	0.0	1271.0	COG2766@1|root,COG2766@2|Bacteria,1MVW7@1224|Proteobacteria,1RNFJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Serine Protein Kinase	yeaG	GO:0003674,GO:0003824,GO:0004672,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006995,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036211,GO:0042594,GO:0043170,GO:0043412,GO:0043562,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0140096,GO:1901564	-	ko:K07180	-	-	-	-	ko00000	-	-	-	AAA_PrkA,PrkA	COG2766
NDAI_0B01120	27289.XP_003668389.1	0.0	926.0	COG0673@1|root,KOG2741@2759|Eukaryota,39XD9@33154|Opisthokonta,3NYVD@4751|Fungi,3QTFB@4890|Ascomycota,3RS73@4891|Saccharomycetes,3RZSA@4893|Saccharomycetaceae	4751|Fungi	K	to Saccharomyces cerevisiae GAL80 (YML051W)	GAL80	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C	COG0673
K2O51_RS00005	264198.Reut_B4275	1.8300000000000002e-302	830.0	COG0277@1|root,COG0277@2|Bacteria,1MU6Y@1224|Proteobacteria,2VH5A@28216|Betaproteobacteria	28216|Betaproteobacteria	C	Fad linked oxidase	-	-	-	-	-	-	-	-	-	-	-	-	FAD-oxidase_C,FAD_binding_4	COG0277
LHJ69_RS01055	420662.Mpe_A2319	0.0	1077.0	COG0243@1|root,COG1251@1|root,COG0243@2|Bacteria,COG1251@2|Bacteria,1NS3T@1224|Proteobacteria,2VIB1@28216|Betaproteobacteria,1KIU4@119065|unclassified Burkholderiales	28216|Betaproteobacteria	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	nasA	-	-	ko:K00372	ko00910,ko01120,map00910,map01120	M00531	R00798,R01106	RC02812	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_BFD,Molybdop_Fe4S4,Molybdopterin,Molydop_binding	COG0243
SLUN_RS00235	1206101.AZXC01000041_gene3330	9.54e-09	54.3	2B0HM@1|root,31SV4@2|Bacteria,2GR84@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SLUN_RS12260	58344.JOEL01000002_gene2001	3.82e-07	52.0	COG0583@1|root,COG0583@2|Bacteria,2H0AE@201174|Actinobacteria	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate	COG0583
SLUN_RS28090	1289387.AUKW01000025_gene2836	7.37e-147	419.0	COG1813@1|root,COG1813@2|Bacteria,2I323@201174|Actinobacteria	201174|Actinobacteria	K	DNA-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_31	COG1813
SLUN_RS29385	1123319.AUBE01000020_gene2981	0.0	998.0	COG4264@1|root,COG4264@2|Bacteria,2GKU8@201174|Actinobacteria	201174|Actinobacteria	Q	IucA IucC family	-	-	-	-	-	-	-	-	-	-	-	-	FhuF,IucA_IucC	COG4264
SLUN_RS34675	1476876.JOJO01000033_gene3944	2.3300000000000003e-245	680.0	COG2271@1|root,COG2271@2|Bacteria,2I4QQ@201174|Actinobacteria	201174|Actinobacteria	G	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1	COG2271
SLUN_RS36355	653045.Strvi_3846	1.9799999999999998e-204	577.0	COG0642@1|root,COG2205@2|Bacteria,2GISF@201174|Actinobacteria	201174|Actinobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA	COG0642
SLUN_RS37625	67275.JOAP01000049_gene816	0.0	943.0	COG3055@1|root,COG3291@1|root,COG3055@2|Bacteria,COG3291@2|Bacteria,2GK14@201174|Actinobacteria	201174|Actinobacteria	Q	Domain of unknown function (DUF1929)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1929,F5_F8_type_C,Glyoxal_oxid_N,Kelch_6,Ricin_B_lectin,fn3	COG3055
ATO46_RS01775	558884.JRGM01000132_gene368	3.6000000000000003e-165	476.0	COG1344@1|root,COG1344@2|Bacteria,1PJUJ@1224|Proteobacteria,1RPNR@1236|Gammaproteobacteria,1Y4SV@135624|Aeromonadales	135624|Aeromonadales	N	Bacterial flagellin N-terminal helical region	flgL	-	-	ko:K02397	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flagellin_C,Flagellin_N	COG1344
ACHE_60457S	1173701.A0A066XFI9	2.75e-158	456.0	2BGTP@1|root,2S1A6@2759|Eukaryota,39RBJ@33154|Opisthokonta,3NYQK@4751|Fungi,3QK82@4890|Ascomycota,21EID@147550|Sordariomycetes,1F1K4@1028384|Glomerellales	4751|Fungi	S	Metallo-beta-lactamase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B	-
ACHE_60579A	310453.XP_007585892.1	1.65e-266	749.0	KOG0254@1|root,KOG0254@2759|Eukaryota,38CRV@33154|Opisthokonta,3NW0J@4751|Fungi,3QJU7@4890|Ascomycota,204I7@147541|Dothideomycetes	4751|Fungi	U	Siderophore iron transporter	-	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0009987,GO:0015343,GO:0015688,GO:0015891,GO:0016020,GO:0016021,GO:0019725,GO:0022857,GO:0030003,GO:0031224,GO:0031226,GO:0033212,GO:0033214,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0044718,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051181,GO:0051184,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944,GO:0098771,GO:1901678	-	-	-	-	-	-	-	-	-	-	MFS_1,TRI12	-
J1G47_RS00005	696748.ASU2_00005	8.92e-270	744.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,1RNHP@1236|Gammaproteobacteria,1Y7W8@135625|Pasteurellales	135625|Pasteurellales	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
